original_firstorder_10Percentile_P,original_firstorder_10Percentile_A,original_firstorder_10Percentile_V,original_firstorder_90Percentile_P,original_firstorder_90Percentile_A,original_firstorder_90Percentile_V,original_firstorder_Energy_P,original_firstorder_Energy_A,original_firstorder_Energy_V,original_firstorder_Entropy_P,original_firstorder_Entropy_A,original_firstorder_Entropy_V,original_firstorder_InterquartileRange_P,original_firstorder_InterquartileRange_A,original_firstorder_InterquartileRange_V,original_firstorder_Kurtosis_P,original_firstorder_Kurtosis_A,original_firstorder_Kurtosis_V,original_firstorder_Maximum_P,original_firstorder_Maximum_A,original_firstorder_Maximum_V,original_firstorder_MeanAbsoluteDeviation_P,original_firstorder_MeanAbsoluteDeviation_A,original_firstorder_MeanAbsoluteDeviation_V,original_firstorder_Mean_P,original_firstorder_Mean_A,original_firstorder_Mean_V,original_firstorder_Median_P,original_firstorder_Median_A,original_firstorder_Median_V,original_firstorder_Minimum_P,original_firstorder_Minimum_A,original_firstorder_Minimum_V,original_firstorder_Range_P,original_firstorder_Range_A,original_firstorder_Range_V,original_firstorder_RobustMeanAbsoluteDeviation_P,original_firstorder_RobustMeanAbsoluteDeviation_A,original_firstorder_RobustMeanAbsoluteDeviation_V,original_firstorder_RootMeanSquared_P,original_firstorder_RootMeanSquared_A,original_firstorder_RootMeanSquared_V,original_firstorder_Skewness_P,original_firstorder_Skewness_A,original_firstorder_Skewness_V,original_firstorder_TotalEnergy_P,original_firstorder_TotalEnergy_A,original_firstorder_TotalEnergy_V,original_firstorder_Uniformity_P,original_firstorder_Uniformity_A,original_firstorder_Uniformity_V,original_firstorder_Variance_P,original_firstorder_Variance_A,original_firstorder_Variance_V
100.0398098,98.17611725,78.87865087,163.4517971,162.9518805,162.9176851,2761510432,2742532883,2562032962,3.286929479,3.32769228,3.517995254,33.97070744,34.70130177,37.13352674,2.830871257,2.981345249,3.54789861,206.4813598,209.2202829,223.5039655,19.81826639,20.24410032,24.91760421,128.269882,126.7526443,111.9283531,124.9516619,123.6237385,104.2858007,11.71597047,10.26615277,14.38357811,194.7653893,198.9541301,209.1203874,14.38533765,14.70943421,16.69542593,428.9694883,427.4929731,413.1858262,0.293572485,0.315652512,1.003086162,2761510432,2742532883,2562032962,0.120598149,0.117929618,0.109558775,599.7300959,632.4227045,1037.558884
87.57770861,90.16026412,61.4137248,162.4928186,150.9308113,110.3037869,11059294329,10885346340,9209328792,3.490514103,3.332561359,3.029516675,37.45755498,33.1475712,24.44503106,2.87311499,14.28359716,8.100584624,214.3571254,501.7426065,325.8645153,22.82189083,19.81117851,15.53926196,121.4884497,118.2513861,84.94762038,116.3912124,115.0209425,83.63648031,9.781248272,10.05363372,3.634560483,204.5758772,491.6889728,322.2299549,16.90127699,13.55269424,10.71392923,422.4374848,419.1021278,385.4896562,0.368555208,1.516072858,0.818882525,11059294329,10885346340,9209328792,0.104996576,0.122010049,0.147706953,800.9153296,712.3715338,417.6046244
27.77743334,17.83544955,26.59269287,271.4698389,226.7803587,160.6047154,9861791174,9269527406,7623037508,5.053409173,4.854057401,4.350483094,136.1810502,113.9699505,84.37794011,2.16708745,2.302509577,2.290427989,350.3114995,331.2528133,319.4337791,74.18498176,62.2324939,43.39687803,141.2366967,129.7258523,92.28681812,128.121365,131.8054,91.11700001,-79.73392206,-67.6420133,-60.26695136,430.0454216,398.8948266,379.7007305,57.1050257,46.84933545,33.94717146,449.9916994,436.2700486,395.6312882,0.125487134,-0.267037321,-0.027938011,9861791174,9269527406,7623037508,0.033958529,0.038032354,0.0538273,7802.707044,5667.247127,2635.168552
25.50395433,40.55889102,18.40875238,199.5429185,175.9953229,144.21007,26678155884,26784775369,23381913913,4.569241988,4.333227846,4.169898225,95.44072228,74.35725672,67.55996687,2.496974976,3.107079802,4.768956117,477.4438451,507.9473619,591.5036438,53.76735001,42.20773317,39.05344712,96.81602557,99.57626598,73.39390847,81.64555567,91.01560094,62.67217895,-81.16508821,-84.25507562,-77.10706285,558.6089333,592.2024375,668.6107066,40.04520285,31.32050611,29.31260708,402.1358421,402.9386105,376.4739311,0.593409063,0.407916315,0.730967769,26678155884,26784775369,23381913913,0.049729002,0.058808547,0.066347327,4250.277331,2698.331522,2309.609884
29.25166526,28.54267322,12.33246114,127.9104934,126.5260477,128.9863036,27251868629,27116083689,27049142118,3.828422495,3.826750401,4.075113405,56.37647322,54.96628323,75.72266964,2.733623476,2.720668923,2.689482404,287.6438342,351.1708574,339.7818434,31.3587132,31.58140328,38.7226918,70.6065851,69.65193664,68.32578607,62.13794131,59.61057244,65.54298575,-60.011084,-59.88134763,-53.15741531,347.6549182,411.052205,392.9392587,23.81394312,23.65478625,30.87392826,372.530366,371.6011237,371.1421537,0.628852645,0.621365501,0.414535534,27251868629,27116083689,27049142118,0.082809294,0.082891067,0.066936478,1429.632679,1444.840838,2082.613581
53.91636136,52.0674026,46.26502986,132.3788754,130.0226084,139.3255713,36275294811,35696248490,34709052338,3.827189067,3.836128949,4.011726496,35.86857783,35.63666553,42.80784905,18.75122223,18.27041432,7.355186108,553.8346649,517.5713461,420.3684063,27.9222126,28.03525049,31.48802461,94.06504436,90.88693237,85.48540065,89.78493919,87.70406813,79.76682477,-100.7668806,-99.38842589,-98.90941473,654.6015455,616.959772,519.277821,15.57037961,15.55183512,18.71066481,396.7777168,393.5981847,388.1174567,2.336989092,2.366241788,0.856904521,36275294811,35696248490,34709052338,0.098456288,0.097899223,0.086220798,2145.297345,2126.937081,2036.166064
7.740316515,-1.951212691,-12.36182434,165.3264718,184.3244834,142.1658798,5387020266,5745947213,5037746866,4.710795859,4.986625357,4.688949469,82.1223626,106.5650435,86.46192971,5.130340944,10.63207206,7.302838913,447.2059326,851.4216557,633.3432252,52.64419074,66.61274037,52.27554894,81.91544786,90.15058945,68.93382132,74.32601592,75.62813898,64.90202775,-78.82109271,-77.82552367,-76.74836774,526.0270253,929.2471794,710.091593,34.88168408,42.71026419,35.74656158,388.2533919,400.9791306,375.4560654,1.067593489,1.951028028,1.255830705,5387020266,5745947213,5037746866,0.047232796,0.039333694,0.046929801,4881.28704,8566.780713,4855.092566
94.96783859,104.7818915,95.99583652,155.8581026,156.0581235,149.0484568,23566079590,23986785832,22957794476,3.303487508,3.155552236,3.220401314,32.61978426,23.66595323,24.63157371,3.75562169,15.00903801,13.78324145,329.8302853,536.685538,427.5747133,19.03828198,16.4020504,17.31671802,127.6946959,131.5176891,122.0461314,129.7622751,130.4200075,120.6274102,-15.93942791,-23.40868854,-0.635721866,345.7697132,560.0942265,428.2104352,13.63473467,10.4404778,10.66347256,428.3781759,432.1850063,422.8134062,-0.321968801,1.333045204,1.748061635,23566079590,23986785832,22957794476,0.121394609,0.146523534,0.140165896,585.1086843,576.3636785,648.239401
79.32741618,85.833562,83.13247414,138.6104342,147.6350054,206.5939341,14215838049,14864010684,16751328988,3.324049337,3.387088539,4.257611903,32.51004214,33.70987821,65.73921896,3.630432719,4.802912537,4.021081184,249.5270486,318.0571675,466.3440188,19.56156003,20.1358723,38.84804934,107.3324131,116.463492,140.2176204,104.1880366,113.9251272,131.2343417,0.920843955,-4.059446576,-29.10521677,248.6062046,322.116614,495.4492356,13.86781331,14.12562079,27.2171402,408.0689898,417.2682723,442.9676322,0.390509211,0.508946562,0.80146242,14215838049,14864010684,16751328988,0.11792845,0.114916353,0.063265574,600.60569,670.9709271,2428.769849
54.7525577,55.84262855,45.78806356,114.0296916,118.4671728,102.7399254,6949095895,6966970286,6565771896,3.270865164,3.316847362,3.295144995,27.3586772,29.07568127,28.47593092,3.62812246,3.887722122,10.12596948,166.4671563,228.0601253,316.3094073,18.61309252,19.52907554,19.17532342,82.65976675,83.08686622,71.69272774,79.83134514,80.44512808,67.14501175,-22.76369437,-29.1478244,-20.06252668,189.2308506,257.2079497,336.371934,12.32821997,13.19426592,11.63689946,383.4332115,383.9260263,372.7077899,0.508825745,0.672240905,1.715011287,6949095895,6966970286,6565771896,0.129495791,0.123922455,0.135800813,592.5305994,643.6465627,755.612819
80.54933536,62.53728895,59.49365968,140.8808745,172.4248788,194.9078673,15700359406,16007250527,16317212525,3.309967726,4.057034739,4.209242403,32.32046739,55.84451286,68.60986517,4.130489333,3.976316453,3.229514911,196.903018,347.164161,341.1552114,19.13123735,34.28933171,41.96554353,107.9430501,110.3518454,113.3609833,106.4057093,102.1688787,99.21516057,-40.11374291,-43.74742908,-43.42113808,237.0167609,390.91159,384.5763495,13.28638696,23.86212368,29.44267788,408.691392,412.6663574,416.6426055,-0.005841502,0.879245144,0.906306591,15700359406,16007250527,16317212525,0.123299289,0.072965797,0.067553441,611.1217298,1904.885446,2723.758173
49.49850198,52.27444578,34.60426443,110.3442355,110.1646987,152.5917778,16515074055,16679807584,17500498447,3.247336796,3.246739878,4.137032641,30.42286675,30.2036102,59.99365088,3.564429476,3.680889469,4.319483622,181.3309246,210.8433994,474.5577042,18.72804216,18.45434321,37.1289084,76.23515272,78.12948761,85.16407758,72.31565205,74.92715343,74.60003168,-18.95294821,-23.23457973,-29.38896318,200.2838728,234.0779791,503.9466674,13.42444029,12.84961227,25.53494394,376.9850414,378.8605395,388.0691009,0.628615868,0.607757568,1.045359737,16515074055,16679807584,17500498447,0.129359224,0.130362989,0.069969689,564.8312956,553.3990081,2246.260394
8.843775107,13.34121623,-2.145323441,62.79301097,65.06339076,37.7625146,3941316874,3968097886,3458270907,3.368806483,3.13129253,2.826407807,26.97461793,21.29736598,17.45967914,5.558729825,6.618858256,5.872126392,167.3196555,186.7626249,97.62427166,19.89391032,17.05683511,13.20035774,38.67881051,40.01945825,17.73822517,39.19022028,40.72354392,17.80859558,-82.19556042,-77.93320939,-66.99556025,249.5152159,264.6958343,164.6198319,12.25524235,9.794587924,8.020247488,339.8078802,340.9604127,318.3041312,0.023077562,-0.123809531,-0.054385592,3941316874,3968097886,3458270907,0.128544346,0.171930432,0.193189244,766.0587245,640.7710527,359.9401848
87.6699274,87.03308475,98.67673934,141.3865911,143.6804461,204.9916615,26482886784,26651675085,31001074452,3.136885445,3.267219225,4.089288043,25.57936367,28.32368066,55.3723553,4.281975272,5.864352047,4.890049673,225.7984912,323.9220503,468.5640728,16.67623419,18.12189404,34.42078693,113.4895685,114.6976848,145.7834111,113.2492911,112.7818854,138.5448352,8.373900021,4.636922818,-7.638182834,217.4245912,319.2851275,476.2022556,11.84582736,12.89004423,23.84707424,414.0574362,415.374835,447.9879163,0.167368982,0.441170989,0.915311137,26482886784,26651675085,31001074452,0.139244022,0.125548027,0.072616169,469.9371866,562.0837706,1970.323479
45.38634635,34.67595194,27.43047251,164.5645563,149.0320653,154.54075,18698855749,17568718338,17809330527,4.040479681,3.932795793,4.237021395,58.37300079,56.05691832,51.25414413,2.52638415,2.384018452,5.453785844,252.1240575,227.511751,392.3599788,35.57880909,33.86659837,37.8294228,113.5845329,101.0068499,102.4868155,120.7848057,108.6710841,105.3367716,-17.85107117,-14.65413619,-36.12466621,269.9751286,242.1658872,428.484645,26.31227652,25.03065505,24.56749653,415.9247433,403.1598563,405.9112037,-0.346139987,-0.441885193,0.742548385,18698855749,17568718338,17809330527,0.072595613,0.07585677,0.069301406,1941.226247,1731.376044,2768.268694
65.09387954,56.27016307,48.20029633,135.5910561,115.9207169,105.0308094,5996395960,5591094229,5316578322,3.414538924,3.234902775,3.185110791,40.28410089,30.85373476,29.39509296,2.477038312,4.196266328,4.06281508,196.0172074,233.164909,218.6918355,21.54898864,18.23854414,17.44935676,100.6572804,86.99477725,77.39914278,100.3424678,85.06698218,75.63571643,-2.885540704,15.13185006,9.006839049,198.9027481,218.033059,209.6849965,16.69504277,13.16982341,12.45982237,401.5052183,387.6987926,378.0612368,0.099413298,0.532107112,0.504963995,5996395960,5591094229,5316578322,0.10435556,0.126308472,0.129620226,680.1839553,545.3961527,500.1857662
33.23122971,15.94488611,16.1396624,78.44291534,58.97516598,55.19923172,6486972837,5868613174,5789191298,2.823093214,2.886278792,2.751751247,27.12701138,24.20453242,20.8317703,2.469661798,9.787320196,9.756451131,143.5477426,228.4068929,202.3236095,14.5176811,14.47795609,13.20977154,55.50341704,37.96497974,35.76298906,54.93283881,36.1153298,34.36746142,-8.36352107,-25.74069751,-24.22189255,151.9112637,254.1475905,226.545502,11.40861271,9.940970247,9.130159977,355.9232621,338.5346102,336.2360567,0.129712992,1.581461196,1.466475655,6486972837,5868613174,5789191298,0.15723066,0.162800191,0.180674798,298.6889683,385.3547781,317.9010168
90.90942994,93.21989528,82.18109827,169.7626132,165.6726938,173.4502012,29550228844,29348156439,29369277600,3.621457273,3.550626212,3.871548112,36.14104231,36.22639925,45.63455148,3.235215998,3.278788174,5.381328225,255.186895,336.9247629,409.6761148,24.25185406,23.02064873,29.11691808,126.5732195,125.2238703,124.6763779,123.7649229,122.8596765,119.7624936,25.19844391,24.06040581,4.333922212,229.9884511,312.8643571,405.3421926,16.54576149,15.60295369,19.98521303,427.7011175,426.2362413,426.3895897,0.545679011,0.524671146,1.044709113,29550228844,29348156439,29369277600,0.097706831,0.102317754,0.084964615,963.5343464,861.993513,1458.056283
16.86515911,17.74638844,17.0162522,107.8289541,104.1119249,93.47733388,13489807983,13376150026,12897911417,3.933471748,3.846750552,3.712541338,39.54947609,38.38468286,35.04466244,4.919842633,4.176549147,4.699731252,246.2521204,232.0608677,243.2136188,29.56876665,27.94548854,24.74432612,59.91396212,58.69560974,52.61522982,60.3695828,59.32979487,52.06091463,-70.14368828,-68.61914798,-69.00246469,316.3958087,300.6800157,312.2160835,17.87352019,16.51869333,15.21616954,362.3222983,360.7927019,354.2842725,0.167258379,-0.243219992,0.139914552,13489807983,13376150026,12897911417,0.088431125,0.094178352,0.099808308,1739.387683,1508.833328,1179.84547
62.88781194,63.12962369,52.3751616,129.339662,144.0439252,118.7166999,12065497049,12404174044,11360799460,3.510964031,3.776428525,3.528374983,38.95453279,38.53061978,33.17076916,3.90426164,6.250670537,5.354591459,239.3289311,417.6113257,286.4133662,22.02517155,26.46610496,21.96871301,95.8812184,100.7690324,83.97918931,97.25945852,95.88065051,81.86028974,-51.68434333,-44.7561117,-50.8227869,291.0132744,462.3674374,337.2361531,15.50500999,16.85900035,14.33016901,396.8739142,402.405466,385.1096423,-0.272111115,1.110783442,0.809297887,12065497049,12404174044,11360799460,0.104545042,0.094570046,0.109186314,786.9647131,1314.341738,869.4187433
76.56609521,95.39102134,100.2195497,167.0799786,199.0235251,243.4366462,23194819489,26511653072,28989735562,3.883535051,4.121350401,4.576373881,51.05911371,41.85158806,78.11841628,8.389512542,12.79126949,4.999603071,420.0546784,838.7549425,565.2101228,30.26016773,32.83033389,47.3427413,119.7300073,148.0592314,167.3790878,113.6999961,145.2143405,159.7383431,-65.0069019,-36.14254113,-22.5379616,485.0615803,874.8974837,587.7480844,21.82045106,18.80435228,32.31143115,421.6254842,450.7645546,471.3608207,1.262190051,1.767879466,0.787043568,23194819489,26511653072,28989735562,0.082242699,0.079479455,0.051892356,1594.769866,2431.608829,3737.811648
80.2075596,94.01524585,74.6769617,176.405803,166.7370333,136.2440429,10190386020,10189016539,8974441593,3.875461668,3.438332791,3.265683377,50.28544542,35.32201102,31.71637514,3.10638802,3.389144648,3.112268139,222.318601,204.1368096,169.8260871,30.0889438,21.60533271,18.82161521,133.4949654,134.228124,107.6434828,139.2382999,137.6483183,110.1246751,-5.059065238,15.06016239,0.050196657,227.3776662,189.0766472,169.7758905,21.23568529,15.39580013,13.05551144,435.1263682,435.0971291,408.3417651,-0.656528006,-0.70726275,-0.477165915,10190386020,10189016539,8974441593,0.080125776,0.109388398,0.122216536,1417.071352,755.4480728,569.7880731
20.21701147,11.10804356,8.958527578,58.09122602,83.05700677,88.67266153,4670686347,4839062917,4867824295,2.653493311,3.461203015,3.541655356,18.93710728,33.97589929,33.05220188,2.931226207,5.347081289,5.779279607,93.59830216,202.9719455,218.9372219,12.22226896,22.56923292,24.77605786,39.33024198,44.38620154,45.05346043,39.15411874,39.08819592,40.06648229,-1.087234218,-16.8721088,-22.14942713,94.68553638,219.8440543,241.086649,8.767431873,14.57387002,15.34422801,339.6717054,345.7400211,346.7659663,0.312841252,1.323900444,1.491267616,4670686347,4839062917,4867824295,0.182182562,0.111896162,0.110610712,231.8543065,934.3063567,1184.744859
78.50049705,79.64870006,65.36367853,143.8719219,147.7437048,129.4847383,7246239717,7432668013,6829125798,3.319434445,3.420477752,3.359915802,33.81280593,39.20621485,36.06809611,2.785184308,3.570787738,4.814626136,195.7182243,323.1399291,279.768472,19.92264472,21.70667542,20.48222102,107.5818339,112.7054371,95.57558038,105.5507418,112.6644599,93.41664217,26.65419462,13.61718031,15.26910061,169.0640297,309.5227488,264.4993714,14.29541786,16.64242398,15.057662,408.3395828,413.5590221,396.4128177,0.437809579,0.315321499,0.682555812,7246239717,7432668013,6829125798,0.11537169,0.105553093,0.112839635,618.2635416,705.2869439,663.0822497
89.29218279,89.28816944,62.08044275,149.9231009,147.6661177,201.7442546,29961539204,30038213822,29524218322,3.284525342,3.260922807,4.013780006,28.87186575,29.18897412,45.79141374,4.133673995,3.78883925,5.635996047,276.9593101,249.8275271,446.7283181,18.89119742,18.46043039,40.85644692,116.7639557,117.3500955,110.603473,115.276862,115.5582461,91.84486167,-57.95433253,-47.90000892,4.841175577,334.9136427,297.727536,441.8871425,13.08531137,12.91104053,23.47706169,417.4856915,418.0195443,414.4276654,0.515065594,0.36861869,1.696009779,29961539204,30038213822,29524218322,0.12666996,0.125771769,0.087348381,602.1078302,559.2371746,3155.077796
-19.84682001,-24.49763378,-22.57680926,143.4178866,135.1519652,124.0668073,20003803206,19812780157,19586223848,4.451737813,4.426152408,4.354127393,73.30252133,76.6318075,67.45606363,2.885585614,2.431854222,2.522434556,236.7120046,214.9767647,232.5830836,45.71594579,45.51916088,41.78953795,54.67879056,53.22690211,51.82192271,50.12376853,48.94118174,50.74499903,-63.16194625,-66.00652951,-69.50276657,299.8739509,280.9832942,302.0858502,32.33208049,33.65230634,30.12642351,359.4013038,357.6811654,355.6302691,0.580664749,0.317260218,0.123296379,20003803206,19812780157,19586223848,0.052671225,0.052486345,0.055128781,3372.252697,3166.571703,2694.223008
49.36954138,48.71808769,27.13732384,151.4916015,149.0740339,171.229162,20702959649,20475850795,21207208664,3.96292685,3.971431714,4.500635059,56.16713304,52.68687173,66.20435808,2.871274303,3.305459232,4.144758012,245.954507,256.956676,455.5184644,31.83411827,32.13351949,43.18429601,97.48081136,95.15852093,100.1637982,92.77141691,88.86046616,97.23605593,-93.60134272,-91.78023693,-89.6938963,339.5558497,348.7369129,545.2123607,23.34220275,22.58070072,28.15203024,399.4039291,397.2071827,404.2386826,0.507215569,0.695210808,0.623983678,20702959649,20475850795,21207208664,0.07270105,0.073962272,0.054395303,1532.503211,1623.2893,3277.847131
43.10284258,33.81930697,28.48551442,124.2421573,125.9150632,121.613499,21375015294,20986853394,20533314163,3.660231986,3.848287865,3.829207935,37.44891446,48.60609356,49.15088077,9.070231983,6.65760468,5.842836275,355.1771298,432.9009173,380.3023452,26.92349862,30.06272606,29.82880432,77.11952068,73.40194038,69.35990595,68.06878556,64.51789238,62.11506442,-84.84761517,-81.3003883,-82.75068943,440.0247449,514.2013056,463.0530346,17.0623018,20.14019846,20.29298725,378.963832,375.5071498,371.4275145,1.776887291,1.321591282,1.224480016,21375015294,20986853394,20533314163,0.102170432,0.087488053,0.087658412,1394.453081,1576.610449,1531.658418
50.56773027,45.08101212,40.67454911,141.3164585,130.0400123,115.2565747,5783257445,5550151798,5314070606,3.769842788,3.745592253,3.53028916,51.85641612,49.97588248,43.87177975,2.39593164,2.447772341,2.465391025,208.7297995,202.5050419,183.2578333,28.37302846,27.58308897,23.65828474,94.2709579,86.25901184,78.26928321,92.05286317,85.0617181,80.15915089,-19.4384315,-17.38884098,-7.584408609,228.1682309,219.8938829,190.8422419,22.10387274,20.75615689,17.8454563,395.7385601,387.6810179,379.346225,0.182299825,0.208151535,0.051111774,5783257445,5550151798,5314070606,0.081630978,0.082596973,0.097171,1159.419687,1100.547412,815.9078143
-18.21476258,-10.34758017,-14.52382831,88.78871811,95.59535304,69.76580898,3694299454,3878370744,3509736719,3.92723732,3.983526887,3.69872012,58.747009,58.16474764,40.4590259,2.50094412,3.490772042,3.474463415,158.0262644,284.6307829,191.1428867,32.76514314,33.51341031,26.45125748,42.79694981,51.10896329,34.65459223,51.02278375,60.28104197,41.1073323,-68.56934173,-66.4350154,-71.84078167,226.5956062,351.0657983,262.9836684,24.22253843,24.24077263,17.86432293,345.1057151,353.5987855,336.3747386,-0.488755894,-0.273343609,-0.527072073,3694299454,3878370744,3509736719,0.07562588,0.077580623,0.097159122,1588.205822,1754.597,1154.268651
100.6250926,122.669569,116.3490378,170.4242767,189.0956864,189.9910161,6405481042,7010682391,6917786065,3.504419141,3.501392524,3.570515,36.19216952,35.58542,34.65504861,3.312386798,4.432394137,4.668527206,214.3719111,321.947921,313.4496268,21.90106704,21.8980029,22.62550661,137.650805,157.9056808,154.7609586,139.4024171,160.6273504,155.3359675,15.31497878,4.051502392,8.052010932,199.0569324,317.8964186,305.3976159,15.07572929,14.64688001,15.52291399,438.545477,458.7952442,455.7454324,-0.525420489,-0.539058112,0.494219516,6405481042,7010682391,6917786065,0.105242837,0.110028492,0.104358898,783.9082532,815.4635419,896.3696597
41.29178452,45.1712373,48.95304892,122.2010978,135.5394764,139.735764,17786856103,18465852376,18764073505,3.757980589,3.984761325,4.040216234,40.45465665,43.51063366,47.07251893,4.401779716,9.211935637,9.628497748,284.0197244,721.259545,674.3450861,25.44260971,30.49357363,32.05269439,82.25994518,88.66355151,91.48199827,81.74644118,85.33489914,85.9385995,-50.65061696,-51.89094549,-48.55431172,334.6703414,773.1504905,722.8993978,16.81032605,19.00602451,19.25095327,383.7770966,391.0336545,394.1785793,-0.128082475,1.144160586,1.385384643,17786856103,18465852376,18764073505,0.094050718,0.084227553,0.082385115,1162.194192,1847.962702,2118.597437
117.473981,119.1850429,111.7194576,191.7506976,182.2266077,164.884439,5319112181,5165587099,4861624324,3.495307234,3.293703672,3.090745206,39.79109817,33.94545793,30.04977208,2.942450145,3.78902653,4.267559141,236.8472755,247.6928479,266.5913599,23.69758502,19.74460286,17.43042622,159.9860445,153.5056284,140.0802686,165.2232988,157.979852,144.0807506,32.58630492,29.47204696,35.43926696,204.2609706,218.220801,231.1520929,17.71864529,14.25808178,12.62904225,460.8954414,454.1953484,440.6294657,-0.539281717,-0.720118604,-0.812855428,5319112181,5165587099,4861624324,0.105939691,0.123898756,0.140088252,837.4467448,626.0595111,483.6832634
79.55727007,78.14843529,66.56811691,144.8978773,146.4263691,189.4252757,17013279181,16977718295,17627715488,3.441351621,3.527421236,4.179253703,32.67030359,34.13896689,51.72933003,3.776949895,4.056706534,5.333753663,234.7412121,311.8690548,398.4979846,20.60414331,21.62246,37.67318653,113.6253738,113.0951028,118.8217983,114.950099,114.9134766,107.5205032,-26.62121661,-34.7727629,-11.02587813,261.3624288,346.6418177,409.5238627,13.96029314,14.61803725,23.55310536,414.4909097,414.0575019,421.9092162,-0.239519663,-0.026410318,1.317915774,17013279181,16977718295,17627715488,0.113654445,0.105887339,0.072492579,716.7643226,796.0509604,2595.687917
12.93362998,2.765183037,3.614322076,60.48634666,41.0559587,42.35253824,3268395435,3012318203,3018722444,2.89342392,2.64312777,2.670822677,26.94653945,20.42174702,21.2435379,3.031797008,4.428711399,3.452984699,120.7197878,138.059257,139.8228886,15.02194258,12.33919015,12.37955348,34.89989816,21.61868602,21.97207378,31.95471665,20.63421168,21.10900034,-25.10854336,-26.5910783,-33.87427421,145.8283311,164.6503354,173.6971628,11.11506732,8.971371354,8.924349727,335.4067555,321.9993026,322.3414089,0.551820563,0.687842791,0.483911689,3268395435,3012318203,3018722444,0.155932275,0.189104168,0.182675374,339.7498339,244.9716718,237.9676092
-44.25732809,-45.27397164,-41.80898813,203.2268215,190.0132778,182.9877675,6692280396,6474600962,6437615831,4.991642711,4.87832304,4.912233071,166.1194977,162.4602437,147.9674847,1.880960091,2.116662827,1.947242951,308.3228302,470.1171462,367.9471233,84.27915338,83.59532534,75.88802186,69.99734008,63.97563469,64.58034669,43.88771149,38.75718888,54.93898263,-78.15926639,-76.08539717,-78.80085931,386.4820966,546.2025434,446.7479826,69.18837461,69.58096914,61.79052593,381.9434141,375.6803372,374.6057933,0.361130998,0.395731544,0.249072039,6692280396,6474600962,6437615831,0.034876648,0.039599812,0.03657687,8982.739904,8657.453146,7410.671211
-8.848836368,-13.06232946,-15.74282783,185.0792549,167.9363474,162.7822084,15109989819,14378401254,13862761043,4.812539554,4.686351387,4.668844786,96.96404563,97.28678881,99.43166573,4.139917445,3.180207726,2.878722793,531.0050393,439.4343627,397.8025092,57.37957549,55.75974979,54.77972112,94.67613102,85.59747118,78.67997889,101.2184587,97.79936011,88.20845907,-71.74443353,-71.88689943,-72.23809245,602.7494728,511.3212621,470.0406016,40.34730363,41.09710855,40.97276694,401.5173916,391.6765539,384.589253,0.372196934,0.077513827,0.120336948,15109989819,14378401254,13862761043,0.043049131,0.046550286,0.046505942,5446.967325,4725.113071,4510.367083
38.1077436,17.45582032,18.22360547,153.5838745,106.4313265,104.9534507,5238472972,4442482057,4417996734,3.910374708,3.545308927,3.538859013,63.51187199,46.67567536,45.49762374,4.6403563,5.182623978,5.256175995,201.698929,137.0622384,136.233067,39.19049757,29.64102857,29.16474294,79.21826906,50.2295293,49.32051542,70.82598069,43.71088771,42.39421808,-85.06679601,-81.72998981,-81.30244646,286.765725,218.7922282,217.5355135,27.07131019,20.4040354,20.12243282,382.7933026,352.5127407,351.5399383,-0.468464853,-0.682937529,-0.705954308,5238472972,4442482057,4417996734,0.080499819,0.103981998,0.104657071,2724.216907,1604.509164,1555.505728
40.35920678,49.8441072,80.49737556,120.4155075,126.7338947,167.8337298,1357931976,1404958399,1680397510,3.609762045,3.548243135,3.812612462,44.24163988,41.56204727,44.55936441,2.488152904,2.506581518,3.040099054,160.4436579,155.8273277,235.5639637,24.54409039,23.5809457,27.06837706,82.11619616,88.80757099,125.0056387,84.60084666,91.40615447,125.05674,-5.98917786,2.047752835,-13.96847698,166.4328357,153.7795749,249.5324407,18.29027846,17.48411454,18.860755,383.2944502,389.8748817,426.3826635,-0.104448865,-0.24226794,-0.08744613,1357931976,1404958399,1680397510,0.09228376,0.095177184,0.083773072,901.8481923,831.0961292,1172.382829
62.79815212,53.53196767,45.95472988,162.9283822,159.8287439,143.9853203,23028151929,22316199425,21165796557,3.914992757,3.973118605,3.844658528,56.07292882,57.08530575,51.68885674,2.437882839,2.448664347,2.399252173,210.9908926,205.1032967,238.4511619,31.40929926,32.41247751,29.44261942,108.5350525,101.9581036,91.70219975,104.8528487,98.80652051,88.73171477,-25.31645032,-27.17484392,-19.99312182,236.3073429,232.2781407,258.4442837,23.67184132,24.18458987,21.86822817,410.284308,403.8922137,393.3441293,0.060631213,0.125894388,0.155833354,23028151929,22316199425,21165796557,0.073434531,0.070786113,0.077845643,1432.324321,1558.60321,1288.990788
35.51178914,31.92115392,27.9473156,116.1491386,119.7765687,109.9282006,23852437358,24025459594,23147587897,3.647755971,3.777577109,3.672235669,47.87842627,49.86388408,46.52969149,10.91239653,22.1557843,15.81659059,637.7719933,889.105066,730.3240872,26.96654953,28.91986598,27.21695396,70.35850598,71.27605708,64.6634724,63.23087804,62.78927264,58.96710993,-57.72514622,-58.30873156,-58.4649686,695.4971395,947.4137976,788.7890558,19.95625265,20.61948013,19.97844181,371.8965856,373.2429912,366.3605312,1.214838062,2.144677644,1.777698512,23852437358,24025459594,23147587897,0.095323308,0.089042553,0.093960612,1141.647426,1464.419915,1240.59073
