original_firstorder_10Percentile_P,original_firstorder_10Percentile_A,original_firstorder_10Percentile_V,original_firstorder_90Percentile_P,original_firstorder_90Percentile_A,original_firstorder_90Percentile_V,original_firstorder_Energy_P,original_firstorder_Energy_A,original_firstorder_Energy_V,original_firstorder_Entropy_P,original_firstorder_Entropy_A,original_firstorder_Entropy_V,original_firstorder_InterquartileRange_P,original_firstorder_InterquartileRange_A,original_firstorder_InterquartileRange_V,original_firstorder_Kurtosis_P,original_firstorder_Kurtosis_A,original_firstorder_Kurtosis_V,original_firstorder_Maximum_P,original_firstorder_Maximum_A,original_firstorder_Maximum_V,original_firstorder_MeanAbsoluteDeviation_P,original_firstorder_MeanAbsoluteDeviation_A,original_firstorder_MeanAbsoluteDeviation_V,original_firstorder_Mean_P,original_firstorder_Mean_A,original_firstorder_Mean_V,original_firstorder_Median_P,original_firstorder_Median_A,original_firstorder_Median_V,original_firstorder_Minimum_P,original_firstorder_Minimum_A,original_firstorder_Minimum_V,original_firstorder_Range_P,original_firstorder_Range_A,original_firstorder_Range_V,original_firstorder_RobustMeanAbsoluteDeviation_P,original_firstorder_RobustMeanAbsoluteDeviation_A,original_firstorder_RobustMeanAbsoluteDeviation_V,original_firstorder_RootMeanSquared_P,original_firstorder_RootMeanSquared_A,original_firstorder_RootMeanSquared_V,original_firstorder_Skewness_P,original_firstorder_Skewness_A,original_firstorder_Skewness_V,original_firstorder_TotalEnergy_P,original_firstorder_TotalEnergy_A,original_firstorder_TotalEnergy_V,original_firstorder_Uniformity_P,original_firstorder_Uniformity_A,original_firstorder_Uniformity_V,original_firstorder_Variance_P,original_firstorder_Variance_A,original_firstorder_Variance_V
75.97416794,96.12564528,85.49471648,163.5004703,201.3190471,333.9423139,4409146440,5223812985,6573648039,3.631827408,4.06910083,5.268042417,31.0577202,45.85353412,129.6248334,3.762558197,4.649969828,5.766422034,200.2050487,338.8796494,748.7417808,24.21665836,31.99961102,86.39637187,115.1790567,151.1840968,195.5650802,115.5021755,155.465513,169.7508582,-31.31613819,-41.43495708,-44.13011694,231.5211869,380.3146065,792.8718978,15.43715658,19.893602,56.55231895,416.4837211,453.3301247,508.5386822,-0.208051196,-0.319013715,1.410072266,4409146440,5223812985,6573648039,0.105018503,0.081586977,0.035941427,1085.0408,1941.112726,13026.84258
99.65076026,69.03459388,58.1812013,189.1663837,149.0530496,149.9434588,20950498458,13977697287,13540419232,3.784468455,3.61044601,3.923526498,51.82483461,38.85348964,45.79214995,2.589298499,3.789059891,4.768505329,269.2593099,270.0578875,363.4964268,28.49611881,24.67789665,31.73197108,144.2598104,107.3585597,103.8205984,146.7642463,106.5648277,97.62787597,-27.55565196,-37.33376861,-39.4855445,296.8149618,308.6633749,403.264645,21.69481139,16.68570335,20.05048858,445.5715385,408.2453191,405.6954416,-0.096904833,0.258725434,0.770698225,20950498458,13977697287,13540419232,0.081349851,0.099775133,0.085313233,1167.216833,1072.8802,1968.891318
-9.77063789,-20.67404336,-21.96802948,50.20777357,37.8457071,32.7305311,13032619669,12174862540,11946314895,3.176565838,3.173155639,3.105189193,33.09153736,30.88542385,29.69350432,5.499359977,10.02430317,9.036122422,281.8485351,289.8057438,256.2132215,19.27699694,19.16709408,18.26444489,16.30600132,5.547747069,2.756920444,12.97979404,0.458088753,-1.651421265,-63.54438609,-64.5638562,-62.60124592,345.3929211,354.3696,318.8144674,14.29593115,13.5129419,12.7702458,317.2042958,306.5880568,303.696774,0.945932395,1.70777564,1.592544455,13032619669,12174862540,11946314895,0.130344903,0.133588627,0.139058903,569.078815,636.8108159,569.9776349
-44.17977229,-45.7567261,-39.34910461,259.2757473,204.6804748,185.7478033,6000714286,5207729919,5220230203,5.250030912,4.944005977,4.913493445,178.346665,153.9572956,142.6953613,2.213113161,2.102939106,1.911333121,363.0894777,448.9593839,364.6194534,93.89404606,77.93668672,72.375618,87.11643014,63.95390335,66.28800646,59.6339581,40.45935947,57.1209988,-78.78434909,-74.49542129,-75.52539338,441.8738268,523.4548052,440.1448468,72.13685601,61.31045609,57.7932338,402.826489,375.2673436,375.7174569,0.566171929,0.495863108,0.243971117,6000714286,5207729919,5220230203,0.029087154,0.035840227,0.034746284,12410.04978,8363.135433,6996.703748
72.32624454,61.55217065,57.23019246,137.7002207,128.5461788,122.8930037,6192347622,5954080382,5799044821,3.420341732,3.422869,3.360234819,36.60942666,39.27234962,37.52160644,3.313703921,3.022925332,2.799083062,179.5395655,211.7111545,172.1401122,21.05271323,21.50949806,20.9025908,104.5355364,96.62990372,91.47173277,106.3207122,98.51438206,92.40669849,-87.18625733,-86.29667497,-88.16603248,266.7258228,298.0078295,260.3061446,15.2970937,15.81817078,15.58691471,405.3838606,397.5082411,392.298839,-0.294930654,-0.325568015,-0.189323689,6192347622,5954080382,5799044821,0.109299008,0.106564133,0.109796165,687.0742361,697.5212195,648.2614884
51.59547273,59.90730314,52.21856374,121.3126953,127.9513091,127.0891388,3715528674,3925880691,3808041612,3.520617048,3.573635133,3.701251259,33.80228973,32.99103318,36.52223172,5.826423166,33.48200656,21.08669147,385.3930838,752.719,583.6170353,21.57283827,23.32579671,25.51349081,87.50860275,97.5119565,91.39073129,87.51040557,94.9602759,88.74079546,-66.71254132,-61.74713172,-66.47868935,452.1056251,814.4661317,650.0957246,14.65825494,13.90239526,15.50255871,388.5646838,399.41242,393.3723766,0.203508917,3.650723413,2.799186648,3715528674,3925880691,3808041612,0.107616669,0.112906664,0.100297143,819.5962734,1514.52569,1555.122119
73.46470017,86.32884386,81.91188091,184.1805431,170.5157258,153.8591875,19346934129,19816473213,18560991921,4.127910139,3.957602818,3.810642144,51.30734183,34.12981701,33.72529996,11.8451883,45.16277732,33.71084809,859.277146,1333.204825,1050.952167,35.07613819,32.85693295,29.22044666,134.9597942,137.8514684,124.9255215,140.9743605,136.3859088,122.3822409,-83.15771172,-79.76959893,-82.21791224,942.4348577,1412.974424,1133.170079,22.69876402,15.1300583,14.07319251,437.6794336,442.9587098,428.697207,-0.271057606,4.511170047,3.83229632,19346934129,19816473213,18560991921,0.073026164,0.099203697,0.106537404,2373.264037,4498.510185,3219.596484
37.79304484,39.15718859,31.6971339,134.1030001,133.8272469,124.128269,4271908565,4236571055,4094329004,3.89650667,3.858038426,3.859987294,58.23392645,56.39918366,51.99251351,2.580556185,2.87342886,2.818873313,187.8573938,262.7396667,235.8158906,31.34868625,31.77647213,29.72535797,81.45539253,79.8110551,73.53302981,75.86907368,69.37103697,70.21010687,-54.03737763,-45.4415869,-62.65964988,241.8947714,308.1812536,298.4755405,23.41439601,23.44476038,22.22408451,383.3306268,381.7418663,375.2786987,0.109581178,0.430991504,0.147908669,4271908565,4236571055,4094329004,0.078350672,0.086893932,0.079527968,1434.15297,1470.4149,1307.177314
55.20630679,42.5671766,38.0656176,170.5666625,199.2382656,212.8656793,20877902175,21472451095,21481958156,4.189163758,4.567243231,4.648054961,64.08908649,74.48297674,76.32115372,3.018135909,4.90704269,5.472938278,314.7671071,484.32828,515.6883215,36.68134131,48.21930296,53.15668773,112.2267293,115.7678789,114.5910923,109.6820303,106.7766393,99.61493511,-12.08723402,-19.0739076,-18.55975452,326.8543411,503.4021876,534.248076,26.99317193,32.16543182,34.23186793,414.7222538,420.5859126,420.6790108,0.429739439,1.101242299,1.348423662,20877902175,21472451095,21481958156,0.062741235,0.051358028,0.050475085,2063.671481,4029.580707,5085.056291
-6.949541223,-13.23693154,-8.186836101,179.3427521,167.1698963,176.1474739,15865682200,15668530107,15635739693,4.758306416,4.836208884,4.808188614,63.7987306,76.97357987,74.18331988,7.718624929,6.724573806,6.234984689,539.1675927,609.7679805,672.9509192,60.26813222,60.10953818,57.32416144,77.89671483,76.60829414,77.52767655,61.95308782,63.73664833,65.99648378,-75.85217027,-75.77796518,-75.62621781,615.019763,685.5459457,748.577137,29.16532734,33.50337548,32.38021218,389.2336793,386.8077476,386.4027885,1.968815819,1.6319964,1.421815212,15865682200,15668530107,15635739693,0.052884955,0.046613021,0.048405617,8696.930015,7786.426418,6779.968402
19.34255913,39.33983479,25.8824441,119.5266339,135.3489896,119.3617937,14544017003,16006915246,14867423102,4.044853705,4.099889837,4.030916651,64.05211338,49.45926159,51.12151932,7.334910342,32.19322017,12.42732157,446.3566483,888.8753869,532.7157928,35.74837907,35.59017461,32.53212396,72.05975752,88.86989823,76.08575582,75.1828631,81.52567556,75.54334858,-44.70955425,-74.12553004,-64.67567584,491.0662026,963.0009169,597.3914686,26.45429306,20.95651914,21.11899617,374.8444047,393.2445102,378.9890796,0.997052344,3.895940667,1.858249192,14544017003,16006915246,14867423102,0.074028332,0.076388546,0.077577115,2079.864567,3421.447017,2192.226733
33.30834519,26.82644785,24.88552535,112.2999344,92.50337111,88.71869647,12177963436,11293865580,11156324452,3.617590732,3.352139355,3.327049177,41.57452063,34.48038471,33.51241484,2.788160195,3.148217065,3.185459104,185.0553455,195.9445252,195.6392581,24.43802593,20.18002186,19.92598039,70.01442975,56.61213034,54.44953553,66.5679617,54.73914024,52.01462308,-31.13216178,-37.20855233,-40.54347505,216.1875073,233.1530776,236.1827331,17.80845671,14.35821111,14.17902879,371.24193,357.5123066,355.3286754,0.325464748,0.409708489,0.451095028,12177963436,11293865580,11156324452,0.093599059,0.115225963,0.117032387,909.8923486,642.8378956,623.994319
-0.467945973,-5.328450577,-8.770154736,46.94026214,35.90458792,28.8293293,5372319896,5081556813,4928404515,3.031397236,2.955990367,2.75840562,23.70410406,20.61651925,17.90451621,10.56435779,15.281583,13.38725992,219.9802217,305.7935671,240.1026205,16.72060969,15.56531575,13.80139943,23.37286611,14.48352731,9.899503945,25.60656849,15.28806867,10.92481309,-88.17313098,-85.92029854,-83.96912281,308.1533527,391.7138657,324.0717434,9.891214478,8.873665967,7.891124155,324.3571806,315.457587,310.6674536,-1.416811447,-0.034291369,-0.774951889,5372319896,5081556813,4928404515,0.157908794,0.170051356,0.199320952,637.5700758,613.6002528,476.5641636
25.24407174,25.27872876,8.845883465,145.5157619,137.0333605,139.7297512,28011456003,27551831325,27887746279,4.091142561,4.0170893,4.245254286,76.09025293,69.53621528,73.88605439,2.176527156,2.186512188,2.957290917,258.4238791,236.3708109,350.8327638,38.65462431,36.6913138,40.58746616,83.67030319,80.73235524,82.18259196,84.15265465,79.91432648,89.06502823,-99.93666695,-98.89308423,-98.81665293,358.3605461,335.2638951,449.6494167,30.73097898,29.13359186,30.17754285,386.3355112,383.1528173,385.4814616,0.252289472,0.255606679,0.055772845,28011456003,27551831325,27887746279,0.064320815,0.067762089,0.061950052,2052.225677,1848.955069,2532.42366
64.81519047,70.37107213,63.71463548,128.9558003,138.4027686,124.9544673,6481270055,6815349306,6463283803,3.449332435,3.525976211,3.410764968,35.91874148,34.01584823,29.48584495,7.216252786,14.30247701,11.45261293,347.0338735,454.2642164,394.8633557,21.27220498,22.11243217,20.16170413,95.74034869,105.5604482,95.12675174,93.03705878,104.3869204,93.20048043,-24.98166324,-9.809141558,7.011087498,372.0155368,464.073358,387.8522682,15.01605879,14.52700369,13.08165159,396.6888365,406.7841099,396.1380261,0.907302023,1.824367174,1.499181833,6481270055,6815349306,6463283803,0.107879009,0.109632026,0.117437968,751.6094577,994.0349725,800.185793
